filename,flip,rotation_radians,scale
ancient_boomerang_0_v0.png,1,-2.6712580396924133,1.4192343070024809
ancient_boomerang_0_v1.png,1,0.6378004700216702,1.1045621408044148
ancient_boomerang_0_v2.png,0,-0.055254329759927216,1.1973100611414773
ancient_boomerang_0_v3.png,1,-1.516452670278402,1.2128297939354369
ancient_boomerang_0_v4.png,1,1.8830360405242434,1.197597753440842
ancient_boomerang_0_v5.png,1,-1.641290281020423,1.1528823917436481
ancient_boomerang_0_v6.png,0,-0.9683734896931434,1.3551636453842677
ancient_boomerang_0_v7.png,1,0.028370505250448985,1.1239574951249585
ancient_boomerang_0_v8.png,0,2.9281269425491483,1.3884664808015166
ancient_boomerang_0_v9.png,1,3.0282128752361013,1.5091312649311126
ancient_boomerang_0_v10.png,1,1.9394760437330039,1.4351733493476142
ancient_boomerang_0_v11.png,1,-1.3389586881037283,1.3912813434181748
ancient_boomerang_0_v12.png,1,-0.44152307546396946,1.1253564974646204
ancient_boomerang_0_v13.png,1,0.40517070259478594,1.1535559904933357
ancient_boomerang_0_v14.png,1,-1.036818560800934,1.2676529625244102
ancient_boomerang_0_v15.png,1,0.06567370973317253,1.328125717834202
ancient_boomerang_0_v16.png,1,0.5410561612742911,1.1651142602891544
ancient_boomerang_0_v17.png,1,0.6788930350678647,1.2471940350937292
ancient_boomerang_0_v18.png,0,-3.066173165473834,1.3318308912566208
ancient_boomerang_0_v19.png,0,0.7214464518047704,1.2591547035758295
ancient_boomerang_1_v0.png,1,-1.4243737037682513,1.4568719554519218
ancient_boomerang_1_v1.png,0,3.1331876082967813,1.4835862744242132
ancient_boomerang_1_v2.png,1,-0.0732352681698966,1.3068981854312924
ancient_boomerang_1_v3.png,1,2.02126326277036,1.5050030762947115
ancient_boomerang_1_v4.png,0,1.9527828992009957,1.3168119519047408
ancient_boomerang_1_v5.png,0,-0.8356959489754222,1.5165901201670218
ancient_boomerang_1_v6.png,0,2.7040406318084704,1.3805659272097628
ancient_boomerang_1_v7.png,1,2.632436113903068,1.5917799209925092
ancient_boomerang_1_v8.png,0,2.0019452352824043,1.7595248127014125
ancient_boomerang_1_v9.png,1,3.0841286077316097,1.4133839085721394
ancient_boomerang_1_v10.png,1,-0.3437242842897902,1.3734670879854414
ancient_boomerang_1_v11.png,1,-1.3375562023850447,1.3493412959772948
ancient_boomerang_1_v12.png,1,0.8695722327512452,1.736260346940053
ancient_boomerang_1_v13.png,1,-2.335015875752334,1.6443461538397273
ancient_boomerang_1_v14.png,0,-0.32762497629827,1.5672296860766475
ancient_boomerang_1_v15.png,1,2.3606193609136352,1.2861281878582522
ancient_boomerang_1_v16.png,0,-1.3581942600444756,1.5245181502815819
ancient_boomerang_1_v17.png,1,0.9178942256984087,1.3814923980292795
ancient_boomerang_1_v18.png,1,1.9965537038405585,1.7777670837737356
ancient_boomerang_1_v19.png,1,-1.2528749331930675,1.4306995208581808
ancient_boomerang_2_v0.png,1,0.5285635023443659,1.4055354961594837
ancient_boomerang_2_v1.png,1,-1.3649641128961707,1.3009023655225633
ancient_boomerang_2_v2.png,0,-0.009138965347977979,1.3970491933629787
ancient_boomerang_2_v3.png,1,-1.345654593609469,1.3517224934258023
ancient_boomerang_2_v4.png,0,-2.9899594968419154,1.5292654876319476
ancient_boomerang_2_v5.png,1,-2.3934516693779155,1.6387582798989273
ancient_boomerang_2_v6.png,0,1.6139063528333732,1.7221302627130919
ancient_boomerang_2_v7.png,1,-0.5167112518442931,1.435678679443585
ancient_boomerang_2_v8.png,1,2.6381918150045376,1.4135081030683725
ancient_boomerang_2_v9.png,0,-1.6095548174732803,1.774537713152794
ancient_boomerang_2_v10.png,0,-0.9535009779371999,1.489963698354462
ancient_boomerang_2_v11.png,0,-0.8790262109097414,1.7691065508227946
ancient_boomerang_2_v12.png,0,3.014013827833655,1.4473684125939146
ancient_boomerang_2_v13.png,0,-1.1576109570246562,1.3327067634819747
ancient_boomerang_2_v14.png,0,1.606311982258779,1.3048935225877067
ancient_boomerang_2_v15.png,0,0.9368540211703856,1.6252517127740431
ancient_boomerang_2_v16.png,0,1.5763906758243484,1.446616128929619
ancient_boomerang_2_v17.png,1,1.651521519119953,1.6280222454907598
ancient_boomerang_2_v18.png,0,-0.9862925598396703,1.4459125171981135
ancient_boomerang_2_v19.png,0,0.6784227084885749,1.6281353996772643
ancient_boomerang_3_v0.png,0,0.5944381064379216,1.6641119068128172
ancient_boomerang_3_v1.png,1,-1.673470618132662,1.7616385332879647
ancient_boomerang_3_v2.png,0,-0.30748447374506155,1.8186863527956894
ancient_boomerang_3_v3.png,0,-0.3678098677810734,1.4124363876156452
ancient_boomerang_3_v4.png,1,0.09365838298795048,1.7084074600311583
ancient_boomerang_3_v5.png,0,-0.13122618459745244,1.387533184336677
ancient_boomerang_3_v6.png,1,2.432297045930484,1.4988162639758738
ancient_boomerang_3_v7.png,1,-1.4468638987120164,1.8331157868182808
ancient_boomerang_3_v8.png,1,-2.253935126685458,1.691190630828874
ancient_boomerang_3_v9.png,0,0.07824374677297574,1.3050815224758572
ancient_boomerang_3_v10.png,0,-0.7761960763026072,1.3137023303793234
ancient_boomerang_3_v11.png,0,-1.1782015090094964,1.8331476736513155
ancient_boomerang_3_v12.png,0,1.8478751298109537,1.457321388869087
ancient_boomerang_3_v13.png,0,1.8116008667866423,1.6300534110033926
ancient_boomerang_3_v14.png,0,-0.3761848476623206,1.6762452949630797
ancient_boomerang_3_v15.png,0,0.06177980943833261,1.51822940984072
ancient_boomerang_3_v16.png,1,0.8365708951609054,1.323789169512265
ancient_boomerang_3_v17.png,1,-2.3213555067791747,1.5959184326651208
ancient_boomerang_3_v18.png,0,-1.278139238890657,1.3908943879220288
ancient_boomerang_3_v19.png,1,1.2165100346586186,1.3659275064202194
ancient_boomerang_4_v0.png,1,-1.1301893866191135,1.1750414594895804
ancient_boomerang_4_v1.png,0,0.9902606092773318,1.5160638173141407
ancient_boomerang_4_v2.png,1,2.36786738252721,1.25923744936966
ancient_boomerang_4_v3.png,0,-1.8663106726229723,1.4384120193784387
ancient_boomerang_4_v4.png,0,2.660952908340783,1.549641693908019
ancient_boomerang_4_v5.png,1,2.620265031561293,1.487318738020638
ancient_boomerang_4_v6.png,0,-2.960992123944374,1.6354648302625538
ancient_boomerang_4_v7.png,0,-0.15685950556834793,1.4774840000155924
ancient_boomerang_4_v8.png,0,1.8433486748753882,1.391021403892013
ancient_boomerang_4_v9.png,0,-0.2370177073664026,1.4009927142247154
ancient_boomerang_4_v10.png,0,-3.0388271492519134,1.2050738002866175
ancient_boomerang_4_v11.png,1,3.0324562363847605,1.35896987142735
ancient_boomerang_4_v12.png,0,3.029324807324868,1.6230514057278282
ancient_boomerang_4_v13.png,0,-1.2841546295303428,1.3915962673338276
ancient_boomerang_4_v14.png,0,-0.7078419266725255,1.1967536669116836
ancient_boomerang_4_v15.png,0,2.23551627823323,1.50506843452136
ancient_boomerang_4_v16.png,0,-2.366855321571618,1.2377405086899342
ancient_boomerang_4_v17.png,0,-1.162543882525038,1.4326809981019804
ancient_boomerang_4_v18.png,1,-2.5849984028303434,1.3810132316206583
ancient_boomerang_4_v19.png,1,-0.2489795607197749,1.2351069241921964
atlantean_trident_0_v0.png,1,-0.15323723721259075,1.5781583658901206
atlantean_trident_0_v1.png,0,-0.01626088449926133,1.5310831585513551
atlantean_trident_0_v2.png,1,1.7183519760094044,1.5068408606922226
atlantean_trident_0_v3.png,0,-2.215047104647468,1.9944969757713558
atlantean_trident_0_v4.png,1,3.1257363208465816,1.5310196844052002
atlantean_trident_0_v5.png,1,0.06911647238603713,1.8241290241177628
atlantean_trident_0_v6.png,1,2.0370694148589847,1.8033775253244921
atlantean_trident_0_v7.png,1,-2.8055004672072847,1.4714529314487488
atlantean_trident_0_v8.png,1,-0.15974598961504416,1.9145415150730167
atlantean_trident_0_v9.png,0,-0.5650887641106572,1.9270336312402043
