filename,flip,rotation_radians,scale
stripped_adjustable_wrench_0.png.png,False,0.0,1.0
stripped_arcade_joystick_3.png.png,False,0.0,1.0
stripped_arcade_joystick_4.png.png,False,0.0,1.0
stripped_baseball_bat_0.png.png,False,0.0,1.0
stripped_baseball_bat_1.png.png,False,0.0,1.0
stripped_baseball_bat_2.png.png,False,0.0,1.0
stripped_baseball_bat_3.png.png,False,0.0,1.0
stripped_baseball_bat_4.png.png,False,0.0,1.0
stripped_beam_rifle_0.png.png,False,0.0,1.0
stripped_beam_rifle_1.png.png,False,0.0,1.0
stripped_beam_rifle_2.png.png,False,0.0,1.0
stripped_beam_rifle_3.png.png,False,0.0,1.0
stripped_beam_rifle_4.png.png,False,0.0,1.0
stripped_blades_of_chaos_0.png.png,False,0.0,1.0
stripped_blades_of_chaos_1.png.png,False,0.0,1.0
stripped_blades_of_chaos_2.png.png,False,0.0,1.0
stripped_blades_of_chaos_3.png.png,False,0.0,1.0
stripped_blades_of_chaos_4.png.png,False,0.0,1.0
stripped_blowtorch_0.png.png,False,0.0,1.0
stripped_blowtorch_1.png.png,False,0.0,1.0
stripped_blowtorch_2.png.png,False,0.0,1.0
stripped_blowtorch_3.png.png,False,0.0,1.0
stripped_blowtorch_4.png.png,False,0.0,1.0
stripped_bolter_0.png.png,False,0.0,1.0
stripped_bolter_1.png.png,False,0.0,1.0
stripped_bolter_2.png.png,False,0.0,1.0
